destroy protection off:
| 3 -> 6 | 3.76 | 3.76 | 3.95 | 3.95 |
| 3 -> 7 | 5.19 | 5.19 | 5.45 | 5.45 |
| 3 -> 8 | 6.73 | 6.73 | 7.06 | 7.06 |
| 3 -> 9 | 8.39 | 8.39 | 8.81 | 8.81 |
| 3 -> 10 | 10.21 | 10.21 | 10.72 | 10.72 |
| 3 -> 11 | 12.21 | 14.21 | 12.63 | 14.53 |
| 3 -> 12 | 16.88 | 23.55 | 16.87 | 23.02 |
| 3 -> 13 | 25.49 | 40.77 | 24.40 | 38.08 |
| 3 -> 14 | 40.98 | 71.74 | 37.40 | 64.08 |
| 3 -> 15 | 72.45 | 134.68 | 62.65 | 114.57 |
| 3 -> 16 | 79.67 | 152.46 | 68.81 | 130.07 |
| 3 -> 17 | 103.75 | 211.73 | 88.37 | 179.26 |
| 3 -> 18 | 158.09 | 346.32 | 130.23 | 285.24 |
| 3 -> 19 | 267.66 | 617.63 | 209.67 | 486.24 |
| 3 -> 20 | 478.82 | 1139.97 | 353.16 | 848.88 |
| 3 -> 21 | 589.94 | 1413.80 | 429.46 | 1041.17 |
| 3 -> 22 | 960.33 | 2326.58 | 671.70 | 1651.61 |
| 3 -> 23 | 14881.13 | 36566.12 | 9546.43 | 23952.95 |
| 3 -> 24 | 702933.27 | 1728694.30 | 427558.35 | 1074188.97 |
| 3 -> 25 | 68851097.45 | 169325187.18 | 39841521.30 | 100099583.02 |
| 4 -> 6 | 2.58 | 2.58 | 2.71 | 2.71 |
| 4 -> 7 | 4.01 | 4.01 | 4.21 | 4.21 |
| 4 -> 8 | 5.55 | 5.55 | 5.83 | 5.83 |
| 4 -> 9 | 7.22 | 7.22 | 7.58 | 7.58 |
| 4 -> 10 | 9.04 | 9.04 | 9.49 | 9.49 |
| 4 -> 11 | 11.04 | 13.04 | 11.39 | 13.30 |
| 4 -> 12 | 15.70 | 22.37 | 15.63 | 21.78 |
| 4 -> 13 | 24.32 | 39.60 | 23.16 | 36.84 |
| 4 -> 14 | 39.80 | 70.56 | 36.16 | 62.84 |
| 4 -> 15 | 71.27 | 133.51 | 61.41 | 113.34 |
| 4 -> 16 | 78.49 | 151.28 | 67.57 | 128.83 |
| 4 -> 17 | 102.57 | 210.55 | 87.13 | 178.03 |
| 4 -> 18 | 156.92 | 345.15 | 128.99 | 284.00 |
| 4 -> 19 | 266.49 | 616.45 | 208.43 | 485.01 |
| 4 -> 20 | 477.64 | 1138.79 | 351.92 | 847.64 |
| 4 -> 21 | 588.76 | 1412.63 | 428.23 | 1039.93 |
| 4 -> 22 | 959.16 | 2325.40 | 670.46 | 1650.38 |
| 4 -> 23 | 14879.95 | 36564.94 | 9545.20 | 23951.71 |
| 4 -> 24 | 702932.10 | 1728693.12 | 427557.11 | 1074187.73 |
| 4 -> 25 | 68851096.27 | 169325186.00 | 39841520.07 | 100099581.78 |
| 5 -> 7 | 2.76 | 2.76 | 2.90 | 2.90 |
| 5 -> 8 | 4.30 | 4.30 | 4.52 | 4.52 |
| 5 -> 9 | 5.97 | 5.97 | 6.27 | 6.27 |
| 5 -> 10 | 7.79 | 7.79 | 8.17 | 8.17 |
| 5 -> 11 | 9.79 | 11.79 | 10.08 | 11.98 |
| 5 -> 12 | 14.45 | 21.12 | 14.32 | 20.47 |
| 5 -> 13 | 23.07 | 38.35 | 21.85 | 35.53 |
| 5 -> 14 | 38.55 | 69.31 | 34.85 | 61.53 |
| 5 -> 15 | 70.02 | 132.26 | 60.10 | 112.02 |
| 5 -> 16 | 77.24 | 150.03 | 66.26 | 127.52 |
| 5 -> 17 | 101.32 | 209.30 | 85.82 | 176.72 |
| 5 -> 18 | 155.67 | 343.90 | 127.68 | 282.69 |
| 5 -> 19 | 265.24 | 615.20 | 207.12 | 483.69 |
| 5 -> 20 | 476.39 | 1137.54 | 350.61 | 846.33 |
| 5 -> 21 | 587.51 | 1411.38 | 426.92 | 1038.62 |
| 5 -> 22 | 957.91 | 2324.15 | 669.15 | 1649.06 |
| 5 -> 23 | 14878.70 | 36563.69 | 9543.89 | 23950.40 |
| 5 -> 24 | 702930.85 | 1728691.87 | 427555.80 | 1074186.42 |
| 5 -> 25 | 68851095.02 | 169325184.75 | 39841518.75 | 100099580.47 |
| 6 -> 8 | 2.97 | 2.97 | 3.12 | 3.12 |
| 6 -> 9 | 4.63 | 4.63 | 4.87 | 4.87 |
| 6 -> 10 | 6.45 | 6.45 | 6.77 | 6.77 |
| 6 -> 11 | 8.45 | 10.45 | 8.68 | 10.58 |
| 6 -> 12 | 13.12 | 19.79 | 12.92 | 19.07 |
| 6 -> 13 | 21.73 | 37.01 | 20.45 | 34.13 |
| 6 -> 14 | 37.22 | 67.98 | 33.45 | 60.13 |
| 6 -> 15 | 68.69 | 130.92 | 58.70 | 110.62 |
| 6 -> 16 | 75.91 | 148.70 | 64.86 | 126.12 |
| 6 -> 17 | 99.99 | 207.97 | 84.42 | 175.32 |
| 6 -> 18 | 154.33 | 342.56 | 126.28 | 281.29 |
| 6 -> 19 | 263.91 | 613.87 | 205.72 | 482.29 |
| 6 -> 20 | 475.06 | 1136.21 | 349.21 | 844.93 |
| 6 -> 21 | 586.18 | 1410.04 | 425.52 | 1037.22 |
| 6 -> 22 | 956.57 | 2322.82 | 667.75 | 1647.66 |
| 6 -> 23 | 14877.37 | 36562.36 | 9542.49 | 23949.00 |
| 6 -> 24 | 702929.51 | 1728690.54 | 427554.40 | 1074185.02 |
| 6 -> 25 | 68851093.69 | 169325183.42 | 39841517.35 | 100099579.07 |
| 7 -> 9 | 3.21 | 3.21 | 3.37 | 3.37 |
| 7 -> 10 | 5.02 | 5.02 | 5.27 | 5.27 |
| 7 -> 11 | 7.02 | 9.02 | 7.18 | 9.08 |
| 7 -> 12 | 11.69 | 18.36 | 11.42 | 17.57 |
| 7 -> 13 | 20.30 | 35.58 | 18.95 | 32.63 |
| 7 -> 14 | 35.79 | 66.55 | 31.95 | 58.63 |
| 7 -> 15 | 67.26 | 129.49 | 57.20 | 109.12 |
| 7 -> 16 | 74.48 | 147.27 | 63.36 | 124.62 |
| 7 -> 17 | 98.56 | 206.54 | 82.92 | 173.82 |
| 7 -> 18 | 152.90 | 341.13 | 124.78 | 279.79 |
| 7 -> 19 | 262.48 | 612.44 | 204.22 | 480.79 |
| 7 -> 20 | 473.63 | 1134.78 | 347.71 | 843.43 |
| 7 -> 21 | 584.75 | 1408.61 | 424.02 | 1035.72 |
| 7 -> 22 | 955.15 | 2321.39 | 666.25 | 1646.16 |
| 7 -> 23 | 14875.94 | 36560.93 | 9540.99 | 23947.50 |
| 7 -> 24 | 702928.09 | 1728689.11 | 427552.90 | 1074183.52 |
| 7 -> 25 | 68851092.26 | 169325181.99 | 39841515.85 | 100099577.57 |
| 8 -> 10 | 3.48 | 3.48 | 3.66 | 3.66 |
| 8 -> 11 | 5.48 | 7.48 | 5.56 | 7.47 |
| 8 -> 12 | 10.15 | 16.82 | 9.81 | 15.95 |
| 8 -> 13 | 18.76 | 34.04 | 17.34 | 31.01 |
| 8 -> 14 | 34.25 | 65.01 | 30.34 | 57.01 |
| 8 -> 15 | 65.72 | 127.95 | 55.58 | 107.51 |
| 8 -> 16 | 72.94 | 145.73 | 61.74 | 123.00 |
| 8 -> 17 | 97.02 | 205.00 | 81.30 | 172.20 |
| 8 -> 18 | 151.36 | 339.60 | 123.17 | 278.17 |
| 8 -> 19 | 260.94 | 610.90 | 202.61 | 479.18 |
| 8 -> 20 | 472.09 | 1133.24 | 346.10 | 841.81 |
| 8 -> 21 | 583.21 | 1407.08 | 422.40 | 1034.10 |
| 8 -> 22 | 953.61 | 2319.85 | 664.64 | 1644.55 |
| 8 -> 23 | 14874.40 | 36559.39 | 9539.37 | 23945.88 |
| 8 -> 24 | 702926.55 | 1728687.57 | 427551.28 | 1074181.90 |
| 8 -> 25 | 68851090.72 | 169325180.45 | 39841514.24 | 100099575.95 |
| 9 -> 11 | 3.82 | 5.82 | 3.81 | 5.72 |
| 9 -> 12 | 8.48 | 15.15 | 8.06 | 14.20 |
| 9 -> 13 | 17.10 | 32.38 | 15.59 | 29.26 |
| 9 -> 14 | 32.58 | 63.35 | 28.59 | 55.26 |
| 9 -> 15 | 64.05 | 126.29 | 53.83 | 105.76 |
| 9 -> 16 | 71.28 | 144.07 | 59.99 | 121.25 |
| 9 -> 17 | 95.35 | 203.33 | 79.55 | 170.45 |
| 9 -> 18 | 149.70 | 337.93 | 121.42 | 276.42 |
| 9 -> 19 | 259.27 | 609.24 | 200.86 | 477.43 |
| 9 -> 20 | 470.42 | 1131.58 | 344.35 | 840.06 |
| 9 -> 21 | 581.54 | 1405.41 | 420.65 | 1032.35 |
| 9 -> 22 | 951.94 | 2318.18 | 662.89 | 1642.80 |
| 9 -> 23 | 14872.74 | 36557.73 | 9537.62 | 23944.13 |
| 9 -> 24 | 702924.88 | 1728685.91 | 427549.53 | 1074180.15 |
| 9 -> 25 | 68851089.05 | 169325178.78 | 39841512.49 | 100099574.20 |
| 10 -> 12 | 6.67 | 13.33 | 6.15 | 12.30 |
| 10 -> 13 | 15.28 | 30.56 | 13.68 | 27.35 |
| 10 -> 14 | 30.76 | 61.53 | 26.68 | 53.36 |
| 10 -> 15 | 62.24 | 124.47 | 51.92 | 103.85 |
| 10 -> 16 | 69.46 | 142.25 | 58.09 | 119.35 |
| 10 -> 17 | 93.54 | 201.51 | 77.64 | 168.54 |
| 10 -> 18 | 147.88 | 336.11 | 119.51 | 274.51 |
| 10 -> 19 | 257.45 | 607.42 | 198.95 | 475.52 |
| 10 -> 20 | 468.61 | 1129.76 | 342.44 | 838.16 |
| 10 -> 21 | 579.73 | 1403.59 | 418.74 | 1030.45 |
| 10 -> 22 | 950.12 | 2316.37 | 660.98 | 1640.89 |
| 10 -> 23 | 14870.92 | 36555.91 | 9535.71 | 23942.23 |
| 10 -> 24 | 702923.06 | 1728684.09 | 427547.63 | 1074178.25 |
| 10 -> 25 | 68851087.24 | 169325176.97 | 39841510.58 | 100099572.29 |
| 11 -> 13 | 13.28 | 26.56 | 11.77 | 23.54 |
| 11 -> 14 | 28.76 | 57.53 | 24.77 | 49.55 |
| 11 -> 15 | 60.24 | 120.47 | 50.02 | 100.04 |
| 11 -> 16 | 67.46 | 138.25 | 56.18 | 115.54 |
| 11 -> 17 | 91.54 | 197.51 | 75.74 | 164.73 |
| 11 -> 18 | 145.88 | 332.11 | 117.60 | 270.70 |
| 11 -> 19 | 255.45 | 603.42 | 197.04 | 471.71 |
| 11 -> 20 | 466.61 | 1125.76 | 340.53 | 834.35 |
| 11 -> 21 | 577.73 | 1399.59 | 416.84 | 1026.64 |
| 11 -> 22 | 948.12 | 2312.37 | 659.07 | 1637.08 |
| 11 -> 23 | 14868.92 | 36551.91 | 9533.81 | 23938.42 |
| 11 -> 24 | 702921.06 | 1728680.09 | 427545.72 | 1074174.44 |
| 11 -> 25 | 68851085.24 | 169325172.97 | 39841508.68 | 100099568.49 |
| 12 -> 14 | 24.10 | 48.19 | 20.53 | 41.06 |
| 12 -> 15 | 55.57 | 111.14 | 45.78 | 91.55 |
| 12 -> 16 | 62.79 | 128.92 | 51.94 | 107.05 |
| 12 -> 17 | 86.87 | 188.18 | 71.50 | 156.25 |
| 12 -> 18 | 141.21 | 322.78 | 113.36 | 262.22 |
| 12 -> 19 | 250.79 | 594.09 | 192.80 | 463.22 |
| 12 -> 20 | 461.94 | 1116.43 | 336.29 | 825.86 |
| 12 -> 21 | 573.06 | 1390.26 | 412.59 | 1018.15 |
| 12 -> 22 | 943.46 | 2303.03 | 654.83 | 1628.59 |
| 12 -> 23 | 14864.25 | 36542.58 | 9529.56 | 23929.93 |
| 12 -> 24 | 702916.40 | 1728670.75 | 427541.48 | 1074165.95 |
| 12 -> 25 | 68851080.57 | 169325163.63 | 39841504.43 | 100099560.00 |
| 13 -> 15 | 46.96 | 93.91 | 38.25 | 76.50 |
| 13 -> 16 | 54.18 | 111.69 | 44.41 | 91.99 |
| 13 -> 17 | 78.26 | 170.95 | 63.97 | 141.19 |
| 13 -> 18 | 132.60 | 305.55 | 105.83 | 247.16 |
| 13 -> 19 | 242.17 | 576.86 | 185.27 | 448.16 |
| 13 -> 20 | 453.33 | 1099.20 | 328.76 | 810.80 |
| 13 -> 21 | 564.45 | 1373.03 | 405.06 | 1003.09 |
| 13 -> 22 | 934.84 | 2285.81 | 647.30 | 1613.54 |
| 13 -> 23 | 14855.64 | 36525.35 | 9522.03 | 23914.87 |
| 13 -> 24 | 702907.78 | 1728653.53 | 427533.95 | 1074150.89 |
| 13 -> 25 | 68851071.96 | 169325146.41 | 39841496.90 | 100099544.94 |
| 14 -> 16 | 38.69 | 80.72 | 31.41 | 65.99 |
| 14 -> 17 | 62.77 | 139.99 | 50.97 | 115.19 |
| 14 -> 18 | 117.12 | 274.58 | 92.83 | 221.16 |
| 14 -> 19 | 226.69 | 545.89 | 172.27 | 422.16 |
| 14 -> 20 | 437.84 | 1068.23 | 315.76 | 784.80 |
| 14 -> 21 | 548.96 | 1342.06 | 392.06 | 977.09 |
| 14 -> 22 | 919.36 | 2254.84 | 634.30 | 1587.53 |
| 14 -> 23 | 14840.15 | 36494.38 | 9509.03 | 23888.87 |
| 14 -> 24 | 702892.30 | 1728622.56 | 427520.95 | 1074124.89 |
| 14 -> 25 | 68851056.47 | 169325115.44 | 39841483.90 | 100099518.94 |
| 15 -> 17 | 31.30 | 77.04 | 25.72 | 64.69 |
| 15 -> 18 | 85.65 | 211.64 | 67.58 | 170.67 |
| 15 -> 19 | 195.22 | 482.95 | 147.02 | 371.67 |
| 15 -> 20 | 406.37 | 1005.29 | 290.51 | 734.31 |
| 15 -> 21 | 517.49 | 1279.12 | 366.82 | 926.60 |
| 15 -> 22 | 887.89 | 2191.90 | 609.05 | 1537.04 |
| 15 -> 23 | 14808.68 | 36431.44 | 9483.79 | 23838.38 |
| 15 -> 24 | 702860.83 | 1728559.62 | 427495.70 | 1074074.40 |
| 15 -> 25 | 68851025.00 | 169325052.50 | 39841458.66 | 100099468.45 |
| 16 -> 18 | 78.42 | 193.86 | 61.42 | 155.17 |
| 16 -> 19 | 188.00 | 465.17 | 140.86 | 356.17 |
| 16 -> 20 | 399.15 | 987.51 | 284.35 | 718.81 |
| 16 -> 21 | 510.27 | 1261.34 | 360.66 | 911.10 |
| 16 -> 22 | 880.66 | 2174.12 | 602.89 | 1521.54 |
| 16 -> 23 | 14801.46 | 36413.66 | 9477.63 | 23822.88 |
| 16 -> 24 | 702853.60 | 1728541.84 | 427489.54 | 1074058.90 |
| 16 -> 25 | 68851017.78 | 169325034.72 | 39841452.49 | 100099452.95 |
| 17 -> 19 | 163.92 | 405.90 | 121.30 | 306.98 |
| 17 -> 20 | 375.07 | 928.24 | 264.79 | 669.61 |
| 17 -> 21 | 486.19 | 1202.08 | 341.10 | 861.90 |
| 17 -> 22 | 856.59 | 2114.85 | 583.33 | 1472.35 |
| 17 -> 23 | 14777.38 | 36354.39 | 9458.07 | 23773.68 |
| 17 -> 24 | 702829.53 | 1728482.57 | 427469.98 | 1074009.70 |
| 17 -> 25 | 68850993.70 | 169324975.45 | 39841432.94 | 100099403.75 |
| 18 -> 20 | 320.73 | 793.65 | 222.93 | 563.64 |
| 18 -> 21 | 431.85 | 1067.48 | 299.23 | 755.93 |
| 18 -> 22 | 802.24 | 1980.26 | 541.47 | 1366.38 |
| 18 -> 23 | 14723.04 | 36219.80 | 9416.21 | 23667.71 |
| 18 -> 24 | 702775.18 | 1728347.98 | 427428.12 | 1073903.73 |
| 18 -> 25 | 68850939.36 | 169324840.85 | 39841391.07 | 100099297.78 |
| 19 -> 21 | 322.27 | 796.17 | 219.79 | 554.93 |
| 19 -> 22 | 692.67 | 1708.95 | 462.03 | 1165.37 |
| 19 -> 23 | 14613.47 | 35948.49 | 9336.77 | 23466.71 |
| 19 -> 24 | 702665.61 | 1728076.67 | 427348.68 | 1073702.73 |
| 19 -> 25 | 68850829.78 | 169324569.55 | 39841311.63 | 100099096.78 |
| 20 -> 22 | 481.52 | 1186.61 | 318.54 | 802.74 |
| 20 -> 23 | 14402.31 | 35426.15 | 9193.27 | 23104.07 |
| 20 -> 24 | 702454.46 | 1727554.33 | 427205.19 | 1073340.09 |
| 20 -> 25 | 68850618.63 | 169324047.21 | 39841168.14 | 100098734.14 |
| 21 -> 23 | 14291.19 | 35152.32 | 9116.97 | 22911.78 |
| 21 -> 24 | 702343.34 | 1727280.50 | 427128.88 | 1073147.80 |
| 21 -> 25 | 68850507.51 | 169323773.37 | 39841091.84 | 100098541.85 |
| 22 -> 24 | 701972.94 | 1726367.72 | 426886.65 | 1072537.36 |
| 22 -> 25 | 68850137.11 | 169322860.60 | 39840849.60 | 100097931.40 |

destroy protection on:
| 0 | 1.05 | 1.05 | 1.11 | 1.11 |
| 1 | 1.11 | 1.11 | 1.17 | 1.17 |
| 2 | 1.18 | 1.18 | 1.24 | 1.24 |
| 3 | 1.18 | 1.18 | 1.24 | 1.24 |
| 4 | 1.25 | 1.25 | 1.31 | 1.31 |
| 5 | 1.33 | 1.33 | 1.40 | 1.40 |
| 6 | 1.43 | 1.43 | 1.50 | 1.50 |
| 7 | 1.54 | 1.54 | 1.62 | 1.62 |
| 8 | 1.67 | 1.67 | 1.75 | 1.75 |
| 9 | 1.82 | 1.82 | 1.91 | 1.91 |
| 10 | 2.00 | 4.00 | 1.90 | 3.81 |
| 11 | 4.67 | 9.33 | 4.24 | 8.49 |
| 12 | 8.68 | 37.35 | 7.58 | 34.21 |
| 13 | 15.49 | 90.99 | 13.01 | 80.57 |
| 14 | 30.68 | 209.83 | 24.62 | 178.06 |
| 15 | 3.33 | 50.00 | 3.17 | 47.62 |
| 16 | 11.11 | 166.67 | 10.08 | 151.17 |
| 17 | 29.64 | 370.61 | 25.10 | 313.34 |
| 18 | 66.06 | 733.13 | 52.33 | 575.79 |
| 19 | 132.26 | 1383.62 | 98.06 | 1009.44 |
| 20 | 72.69 | 723.18 | 54.05 | 532.47 |
| 21 | 242.31 | 2410.60 | 171.59 | 1690.39 |
| 22 | 9091.89 | 90705.68 | 6273.88 | 62058.12 |
| 23 | 449332.05 | 4483568.83 | 295471.21 | 2923396.36 |
| 24 | 44504019.46 | 444076050.87 | 27859632.04 | 275645195.90 |

| 0 -> 2 | 2.16 | 2.16 | 2.27 | 2.27 |
| 0 -> 3 | 3.34 | 3.34 | 3.51 | 3.51 |
| 0 -> 4 | 4.52 | 4.52 | 4.74 | 4.74 |
| 0 -> 5 | 5.77 | 5.77 | 6.06 | 6.06 |
| 0 -> 6 | 7.10 | 7.10 | 7.46 | 7.46 |
| 0 -> 7 | 8.53 | 8.53 | 8.96 | 8.96 |
| 0 -> 8 | 10.07 | 10.07 | 10.57 | 10.57 |
| 0 -> 9 | 11.73 | 11.73 | 12.32 | 12.32 |
| 0 -> 10 | 13.55 | 13.55 | 14.23 | 14.23 |
| 0 -> 11 | 15.55 | 17.55 | 16.13 | 18.04 |
| 0 -> 12 | 20.22 | 26.89 | 20.38 | 26.52 |
| 0 -> 13 | 28.89 | 64.24 | 27.96 | 60.73 |
| 0 -> 14 | 44.39 | 155.23 | 40.97 | 141.30 |
| 0 -> 15 | 75.07 | 365.06 | 65.58 | 319.36 |
| 0 -> 16 | 78.41 | 415.06 | 68.76 | 366.98 |
| 0 -> 17 | 89.52 | 581.73 | 78.84 | 518.15 |
| 0 -> 18 | 119.15 | 952.34 | 103.94 | 831.50 |
| 0 -> 19 | 185.21 | 1685.46 | 156.27 | 1407.28 |
| 0 -> 20 | 317.47 | 3069.08 | 254.33 | 2416.73 |
| 0 -> 21 | 390.16 | 3792.26 | 308.38 | 2949.20 |
| 0 -> 22 | 632.47 | 6202.86 | 479.96 | 4639.59 |
| 0 -> 23 | 9724.36 | 96908.54 | 6753.84 | 66697.71 |
| 0 -> 24 | 459056.40 | 4580477.37 | 302225.05 | 2990094.06 |
| 0 -> 25 | 44963075.87 | 448656528.23 | 28161857.09 | 278635289.96 |
| 1 -> 3 | 2.29 | 2.29 | 2.40 | 2.40 |
| 1 -> 4 | 3.46 | 3.46 | 3.64 | 3.64 |
| 1 -> 5 | 4.71 | 4.71 | 4.95 | 4.95 |
| 1 -> 6 | 6.05 | 6.05 | 6.35 | 6.35 |
| 1 -> 7 | 7.48 | 7.48 | 7.85 | 7.85 |
| 1 -> 8 | 9.01 | 9.01 | 9.47 | 9.47 |
| 1 -> 9 | 10.68 | 10.68 | 11.22 | 11.22 |
| 1 -> 10 | 12.50 | 12.50 | 13.12 | 13.12 |
| 1 -> 11 | 14.50 | 16.50 | 15.03 | 16.93 |
| 1 -> 12 | 19.17 | 25.83 | 19.27 | 25.42 |
| 1 -> 13 | 27.84 | 63.18 | 26.85 | 59.63 |
| 1 -> 14 | 43.34 | 154.17 | 39.86 | 140.20 |
| 1 -> 15 | 74.02 | 364.01 | 64.48 | 318.26 |
| 1 -> 16 | 77.35 | 414.01 | 67.65 | 365.88 |
| 1 -> 17 | 88.46 | 580.67 | 77.73 | 517.05 |
| 1 -> 18 | 118.10 | 951.28 | 102.83 | 830.39 |
