destroy protection off:
| 1 -> 19 | 184.16 | 1684.41 | 155.16 | 1406.18 |
| 1 -> 20 | 316.42 | 3068.03 | 253.22 | 2415.62 |
| 1 -> 21 | 389.11 | 3791.21 | 307.27 | 2948.09 |
| 1 -> 22 | 631.41 | 6201.81 | 478.86 | 4638.48 |
| 1 -> 23 | 9723.30 | 96907.49 | 6752.74 | 66696.60 |
| 1 -> 24 | 459055.35 | 4580476.32 | 302223.95 | 2990092.96 |
| 1 -> 25 | 44963074.81 | 448656527.18 | 28161855.99 | 278635288.86 |
| 2 -> 4 | 2.35 | 2.35 | 2.47 | 2.47 |
| 2 -> 5 | 3.60 | 3.60 | 3.78 | 3.78 |
| 2 -> 6 | 4.94 | 4.94 | 5.18 | 5.18 |
| 2 -> 7 | 6.36 | 6.36 | 6.68 | 6.68 |
| 2 -> 8 | 7.90 | 7.90 | 8.30 | 8.30 |
| 2 -> 9 | 9.57 | 9.57 | 10.05 | 10.05 |
| 2 -> 10 | 11.39 | 11.39 | 11.96 | 11.96 |
| 2 -> 11 | 13.39 | 15.39 | 13.86 | 15.77 |
| 2 -> 12 | 18.05 | 24.72 | 18.11 | 24.25 |
| 2 -> 13 | 26.73 | 62.07 | 25.69 | 58.46 |
| 2 -> 14 | 42.22 | 153.06 | 38.69 | 139.03 |
| 2 -> 15 | 72.91 | 362.90 | 63.31 | 317.09 |
| 2 -> 16 | 76.24 | 412.90 | 66.49 | 364.71 |
| 2 -> 17 | 87.35 | 579.56 | 76.56 | 515.88 |
| 2 -> 18 | 116.99 | 950.17 | 101.67 | 829.22 |
| 2 -> 19 | 183.05 | 1683.30 | 153.99 | 1405.01 |
| 2 -> 20 | 315.31 | 3066.92 | 252.06 | 2414.45 |
| 2 -> 21 | 388.00 | 3790.10 | 306.11 | 2946.93 |
| 2 -> 22 | 630.30 | 6200.70 | 477.69 | 4637.31 |
| 2 -> 23 | 9722.19 | 96906.38 | 6751.57 | 66695.43 |
| 2 -> 24 | 459054.24 | 4580475.20 | 302222.78 | 2990091.79 |
| 2 -> 25 | 44963073.70 | 448656526.07 | 28161854.82 | 278635287.69 |
| 3 -> 5 | 2.43 | 2.43 | 2.55 | 2.55 |
| 3 -> 6 | 3.76 | 3.76 | 3.95 | 3.95 |
| 3 -> 7 | 5.19 | 5.19 | 5.45 | 5.45 |
| 3 -> 8 | 6.73 | 6.73 | 7.06 | 7.06 |
| 3 -> 9 | 8.39 | 8.39 | 8.81 | 8.81 |
| 3 -> 10 | 10.21 | 10.21 | 10.72 | 10.72 |
| 3 -> 11 | 12.21 | 14.21 | 12.63 | 14.53 |
| 3 -> 12 | 16.88 | 23.55 | 16.87 | 23.02 |
| 3 -> 13 | 25.55 | 60.90 | 24.45 | 57.23 |
| 3 -> 14 | 41.05 | 151.89 | 37.46 | 137.79 |
| 3 -> 15 | 71.73 | 361.72 | 62.08 | 315.86 |
| 3 -> 16 | 75.07 | 411.72 | 65.25 | 363.48 |
| 3 -> 17 | 86.18 | 578.39 | 75.33 | 514.65 |
| 3 -> 18 | 115.81 | 949.00 | 100.43 | 827.99 |
| 3 -> 19 | 181.87 | 1682.12 | 152.76 | 1403.78 |
| 3 -> 20 | 314.13 | 3065.74 | 250.82 | 2413.22 |
| 3 -> 21 | 386.82 | 3788.92 | 304.87 | 2945.69 |
| 3 -> 22 | 629.13 | 6199.52 | 476.46 | 4636.08 |
| 3 -> 23 | 9721.02 | 96905.20 | 6750.33 | 66694.20 |
| 3 -> 24 | 459053.06 | 4580474.03 | 302221.55 | 2990090.56 |
| 3 -> 25 | 44963072.53 | 448656524.89 | 28161853.59 | 278635286.46 |
| 4 -> 6 | 2.58 | 2.58 | 2.71 | 2.71 |
| 4 -> 7 | 4.01 | 4.01 | 4.21 | 4.21 |
| 4 -> 8 | 5.55 | 5.55 | 5.83 | 5.83 |
| 4 -> 9 | 7.22 | 7.22 | 7.58 | 7.58 |
| 4 -> 10 | 9.04 | 9.04 | 9.49 | 9.49 |
| 4 -> 11 | 11.04 | 13.04 | 11.39 | 13.30 |
| 4 -> 12 | 15.70 | 22.37 | 15.63 | 21.78 |
| 4 -> 13 | 24.38 | 59.72 | 23.22 | 55.99 |
| 4 -> 14 | 39.87 | 150.71 | 36.22 | 136.56 |
| 4 -> 15 | 70.56 | 360.54 | 60.84 | 314.62 |
| 4 -> 16 | 73.89 | 410.54 | 64.01 | 362.24 |
| 4 -> 17 | 85.00 | 577.21 | 74.09 | 513.41 |
| 4 -> 18 | 114.64 | 947.82 | 99.20 | 826.75 |
| 4 -> 19 | 180.69 | 1680.94 | 151.52 | 1402.54 |
| 4 -> 20 | 312.95 | 3064.57 | 249.59 | 2411.98 |
| 4 -> 21 | 385.64 | 3787.74 | 303.64 | 2944.46 |
| 4 -> 22 | 627.95 | 6198.34 | 475.22 | 4634.84 |
| 4 -> 23 | 9719.84 | 96904.02 | 6749.10 | 66692.96 |
| 4 -> 24 | 459051.89 | 4580472.85 | 302220.31 | 2990089.32 |
| 4 -> 25 | 44963071.35 | 448656523.72 | 28161852.35 | 278635285.22 |
| 5 -> 7 | 2.76 | 2.76 | 2.90 | 2.90 |
| 5 -> 8 | 4.30 | 4.30 | 4.52 | 4.52 |
| 5 -> 9 | 5.97 | 5.97 | 6.27 | 6.27 |
| 5 -> 10 | 7.79 | 7.79 | 8.17 | 8.17 |
| 5 -> 11 | 9.79 | 11.79 | 10.08 | 11.98 |
| 5 -> 12 | 14.45 | 21.12 | 14.32 | 20.47 |
| 5 -> 13 | 23.13 | 58.47 | 21.90 | 54.68 |
| 5 -> 14 | 38.62 | 149.46 | 34.91 | 135.25 |
| 5 -> 15 | 69.31 | 359.29 | 59.53 | 313.31 |
| 5 -> 16 | 72.64 | 409.29 | 62.70 | 360.93 |
| 5 -> 17 | 83.75 | 575.96 | 72.78 | 512.10 |
| 5 -> 18 | 113.39 | 946.57 | 97.89 | 825.44 |
| 5 -> 19 | 179.44 | 1679.69 | 150.21 | 1401.23 |
| 5 -> 20 | 311.70 | 3063.32 | 248.27 | 2410.67 |
| 5 -> 21 | 384.39 | 3786.49 | 302.32 | 2943.14 |
| 5 -> 22 | 626.70 | 6197.09 | 473.91 | 4633.53 |
| 5 -> 23 | 9718.59 | 96902.77 | 6747.79 | 66691.65 |
| 5 -> 24 | 459050.64 | 4580471.60 | 302219.00 | 2990088.01 |
| 5 -> 25 | 44963070.10 | 448656522.47 | 28161851.04 | 278635283.91 |
| 6 -> 8 | 2.97 | 2.97 | 3.12 | 3.12 |
| 6 -> 9 | 4.63 | 4.63 | 4.87 | 4.87 |
| 6 -> 10 | 6.45 | 6.45 | 6.77 | 6.77 |
| 6 -> 11 | 8.45 | 10.45 | 8.68 | 10.58 |
| 6 -> 12 | 13.12 | 19.79 | 12.92 | 19.07 |
| 6 -> 13 | 21.79 | 57.14 | 20.50 | 53.28 |
| 6 -> 14 | 37.29 | 148.13 | 33.51 | 133.85 |
| 6 -> 15 | 67.97 | 357.96 | 58.13 | 311.91 |
| 6 -> 16 | 71.31 | 407.96 | 61.30 | 359.53 |
| 6 -> 17 | 82.42 | 574.63 | 71.38 | 510.70 |
| 6 -> 18 | 112.05 | 945.24 | 96.49 | 824.04 |
| 6 -> 19 | 178.11 | 1678.36 | 148.81 | 1399.83 |
| 6 -> 20 | 310.37 | 3061.98 | 246.87 | 2409.27 |
| 6 -> 21 | 383.06 | 3785.16 | 300.92 | 2941.74 |
| 6 -> 22 | 625.37 | 6195.76 | 472.51 | 4632.13 |
| 6 -> 23 | 9717.26 | 96901.44 | 6746.39 | 66690.25 |
| 6 -> 24 | 459049.30 | 4580470.27 | 302217.60 | 2990086.61 |
| 6 -> 25 | 44963068.77 | 448656521.13 | 28161849.64 | 278635282.51 |
| 7 -> 9 | 3.21 | 3.21 | 3.37 | 3.37 |
| 7 -> 10 | 5.02 | 5.02 | 5.27 | 5.27 |
| 7 -> 11 | 7.02 | 9.02 | 7.18 | 9.08 |
| 7 -> 12 | 11.69 | 18.36 | 11.42 | 17.57 |
| 7 -> 13 | 20.36 | 55.71 | 19.00 | 51.78 |
| 7 -> 14 | 35.86 | 146.70 | 32.01 | 132.35 |
| 7 -> 15 | 66.54 | 356.53 | 56.63 | 310.41 |
| 7 -> 16 | 69.88 | 406.53 | 59.80 | 358.03 |
| 7 -> 17 | 80.99 | 573.20 | 69.88 | 509.20 |
| 7 -> 18 | 110.62 | 943.81 | 94.99 | 822.54 |
| 7 -> 19 | 176.68 | 1676.93 | 147.31 | 1398.33 |
| 7 -> 20 | 308.94 | 3060.55 | 245.37 | 2407.77 |
| 7 -> 21 | 381.63 | 3783.73 | 299.42 | 2940.24 |
| 7 -> 22 | 623.94 | 6194.33 | 471.01 | 4630.63 |
| 7 -> 23 | 9715.83 | 96900.01 | 6744.89 | 66688.75 |
| 7 -> 24 | 459047.88 | 4580468.84 | 302216.10 | 2990085.11 |
| 7 -> 25 | 44963067.34 | 448656519.71 | 28161848.14 | 278635281.01 |
| 8 -> 10 | 3.48 | 3.48 | 3.66 | 3.66 |
| 8 -> 11 | 5.48 | 7.48 | 5.56 | 7.47 |
| 8 -> 12 | 10.15 | 16.82 | 9.81 | 15.95 |
| 8 -> 13 | 18.83 | 54.17 | 17.39 | 50.16 |
| 8 -> 14 | 34.32 | 145.16 | 30.40 | 130.73 |
| 8 -> 15 | 65.01 | 354.99 | 55.01 | 308.79 |
| 8 -> 16 | 68.34 | 404.99 | 58.19 | 356.41 |
| 8 -> 17 | 79.45 | 571.66 | 68.27 | 507.58 |
| 8 -> 18 | 109.09 | 942.27 | 93.37 | 820.93 |
| 8 -> 19 | 175.14 | 1675.39 | 145.70 | 1396.71 |
| 8 -> 20 | 307.40 | 3059.02 | 243.76 | 2406.16 |
| 8 -> 21 | 380.09 | 3782.19 | 297.81 | 2938.63 |
| 8 -> 22 | 622.40 | 6192.79 | 469.39 | 4629.02 |
| 8 -> 23 | 9714.29 | 96898.47 | 6743.27 | 66687.13 |
| 8 -> 24 | 459046.34 | 4580467.30 | 302214.48 | 2990083.49 |
| 8 -> 25 | 44963065.80 | 448656518.17 | 28161846.52 | 278635279.39 |
| 9 -> 11 | 3.82 | 5.82 | 3.81 | 5.72 |
| 9 -> 12 | 8.48 | 15.15 | 8.06 | 14.20 |
| 9 -> 13 | 17.16 | 52.50 | 15.64 | 48.41 |
| 9 -> 14 | 32.65 | 143.49 | 28.65 | 128.98 |
| 9 -> 15 | 63.34 | 353.33 | 53.26 | 307.04 |
| 9 -> 16 | 66.67 | 403.33 | 56.44 | 354.66 |
| 9 -> 17 | 77.78 | 569.99 | 66.52 | 505.83 |
| 9 -> 18 | 107.42 | 940.60 | 91.62 | 819.18 |
| 9 -> 19 | 173.48 | 1673.73 | 143.95 | 1394.96 |
| 9 -> 20 | 305.74 | 3057.35 | 242.01 | 2404.41 |
| 9 -> 21 | 378.43 | 3780.53 | 296.06 | 2936.88 |
| 9 -> 22 | 620.73 | 6191.13 | 467.64 | 4627.27 |
| 9 -> 23 | 9712.62 | 96896.81 | 6741.52 | 66685.38 |
| 9 -> 24 | 459044.67 | 4580465.63 | 302212.73 | 2990081.74 |
| 9 -> 25 | 44963064.13 | 448656516.50 | 28161844.77 | 278635277.64 |
| 10 -> 12 | 6.67 | 13.33 | 6.15 | 12.30 |
| 10 -> 13 | 15.34 | 50.68 | 13.73 | 46.51 |
| 10 -> 14 | 30.84 | 141.67 | 26.74 | 127.07 |
| 10 -> 15 | 61.52 | 351.51 | 51.35 | 305.13 |
| 10 -> 16 | 64.85 | 401.51 | 54.53 | 352.75 |
| 10 -> 17 | 75.97 | 568.17 | 64.61 | 503.93 |
| 10 -> 18 | 105.60 | 938.78 | 89.71 | 817.27 |
| 10 -> 19 | 171.66 | 1671.91 | 142.04 | 1393.05 |
| 10 -> 20 | 303.92 | 3055.53 | 240.10 | 2402.50 |
| 10 -> 21 | 376.61 | 3778.71 | 294.15 | 2934.97 |
| 10 -> 22 | 618.91 | 6189.31 | 465.73 | 4625.36 |
| 10 -> 23 | 9710.80 | 96894.99 | 6739.61 | 66683.48 |
| 10 -> 24 | 459042.85 | 4580463.82 | 302210.82 | 2990079.83 |
| 10 -> 25 | 44963062.31 | 448656514.68 | 28161842.87 | 278635275.73 |
| 11 -> 13 | 13.34 | 46.68 | 11.82 | 42.70 |
| 11 -> 14 | 28.84 | 137.67 | 24.83 | 123.26 |
| 11 -> 15 | 59.52 | 347.51 | 49.45 | 301.33 |
| 11 -> 16 | 62.85 | 397.51 | 52.62 | 348.94 |
| 11 -> 17 | 73.97 | 564.17 | 62.70 | 500.12 |
| 11 -> 18 | 103.60 | 934.78 | 87.81 | 813.46 |
| 11 -> 19 | 169.66 | 1667.91 | 140.13 | 1389.24 |
| 11 -> 20 | 301.92 | 3051.53 | 238.19 | 2398.69 |
| 11 -> 21 | 374.61 | 3774.71 | 292.24 | 2931.16 |
| 11 -> 22 | 616.91 | 6185.31 | 463.83 | 4621.55 |
| 11 -> 23 | 9708.80 | 96890.99 | 6737.71 | 66679.67 |
| 11 -> 24 | 459040.85 | 4580459.82 | 302208.92 | 2990076.03 |
| 11 -> 25 | 44963060.31 | 448656510.68 | 28161840.96 | 278635271.92 |
| 12 -> 14 | 24.17 | 128.34 | 20.59 | 114.78 |
| 12 -> 15 | 54.85 | 338.17 | 45.21 | 292.84 |
| 12 -> 16 | 58.19 | 388.17 | 48.38 | 340.46 |
| 12 -> 17 | 69.30 | 554.84 | 58.46 | 491.63 |
| 12 -> 18 | 98.93 | 925.45 | 83.56 | 804.97 |
| 12 -> 19 | 164.99 | 1658.58 | 135.89 | 1380.76 |
| 12 -> 20 | 297.25 | 3042.20 | 233.95 | 2390.20 |
| 12 -> 21 | 369.94 | 3765.38 | 288.00 | 2922.67 |
| 12 -> 22 | 612.25 | 6175.97 | 459.59 | 4613.06 |
| 12 -> 23 | 9704.14 | 96881.65 | 6733.46 | 66671.18 |
| 12 -> 24 | 459036.19 | 4580450.48 | 302204.68 | 2990067.54 |
| 12 -> 25 | 44963055.65 | 448656501.35 | 28161836.72 | 278635263.44 |
| 13 -> 15 | 46.18 | 300.82 | 37.62 | 258.63 |
| 13 -> 16 | 49.51 | 350.82 | 40.80 | 306.25 |
| 13 -> 17 | 60.62 | 517.49 | 50.88 | 457.42 |
| 13 -> 18 | 90.26 | 888.10 | 75.98 | 770.76 |
| 13 -> 19 | 156.32 | 1621.23 | 128.31 | 1346.55 |
| 13 -> 20 | 288.58 | 3004.85 | 226.37 | 2355.99 |
| 13 -> 21 | 361.27 | 3728.03 | 280.42 | 2888.46 |
| 13 -> 22 | 603.57 | 6138.62 | 452.01 | 4578.85 |
| 13 -> 23 | 9695.46 | 96844.30 | 6725.88 | 66636.97 |
| 13 -> 24 | 459027.51 | 4580413.13 | 302197.10 | 2990033.33 |
| 13 -> 25 | 44963046.97 | 448656464.00 | 28161829.14 | 278635229.23 |
| 14 -> 16 | 34.02 | 259.83 | 27.79 | 225.68 |
| 14 -> 17 | 45.13 | 426.50 | 37.87 | 376.85 |
| 14 -> 18 | 74.76 | 797.11 | 62.97 | 690.19 |
| 14 -> 19 | 140.82 | 1530.24 | 115.30 | 1265.98 |
| 14 -> 20 | 273.08 | 2913.86 | 213.36 | 2275.42 |
| 14 -> 21 | 345.77 | 3637.04 | 267.41 | 2807.90 |
| 14 -> 22 | 588.08 | 6047.63 | 439.00 | 4498.28 |
| 14 -> 23 | 9679.97 | 96753.31 | 6712.87 | 66556.40 |
| 14 -> 24 | 459012.02 | 4580322.14 | 302184.09 | 2989952.76 |
| 14 -> 25 | 44963031.48 | 448656373.01 | 28161816.13 | 278635148.66 |
| 15 -> 17 | 14.44 | 216.67 | 13.25 | 198.79 |
| 15 -> 18 | 44.08 | 587.28 | 38.36 | 512.13 |
| 15 -> 19 | 110.14 | 1320.40 | 90.68 | 1087.92 |
| 15 -> 20 | 242.40 | 2704.02 | 188.75 | 2097.36 |
| 15 -> 21 | 315.09 | 3427.20 | 242.80 | 2629.83 |
| 15 -> 22 | 557.39 | 5837.80 | 414.38 | 4320.22 |
| 15 -> 23 | 9649.28 | 96543.48 | 6688.26 | 66378.34 |
| 15 -> 24 | 458981.33 | 4580112.31 | 302159.47 | 2989774.70 |
| 15 -> 25 | 44963000.79 | 448656163.17 | 28161791.51 | 278634970.60 |
| 16 -> 18 | 40.75 | 537.28 | 35.18 | 464.51 |
| 16 -> 19 | 106.80 | 1270.40 | 87.51 | 1040.30 |
| 16 -> 20 | 239.06 | 2654.02 | 185.57 | 2049.74 |
| 16 -> 21 | 311.75 | 3377.20 | 239.62 | 2582.22 |
| 16 -> 22 | 554.06 | 5787.80 | 411.21 | 4272.60 |
| 16 -> 23 | 9645.95 | 96493.48 | 6685.08 | 66330.72 |
| 16 -> 24 | 458978.00 | 4580062.31 | 302156.30 | 2989727.08 |
| 16 -> 25 | 44962997.46 | 448656113.17 | 28161788.34 | 278634922.98 |
| 17 -> 19 | 95.69 | 1103.73 | 77.43 | 889.13 |
| 17 -> 20 | 227.95 | 2487.36 | 175.49 | 1898.57 |
| 17 -> 21 | 300.64 | 3210.53 | 229.54 | 2431.04 |
| 17 -> 22 | 542.95 | 5621.13 | 401.13 | 4121.43 |
| 17 -> 23 | 9634.84 | 96326.81 | 6675.01 | 66179.55 |
| 17 -> 24 | 458966.89 | 4579895.64 | 302146.22 | 2989575.91 |
| 17 -> 25 | 44962986.35 | 448655946.51 | 28161778.26 | 278634771.81 |
| 18 -> 20 | 198.32 | 2116.75 | 150.39 | 1585.23 |
| 18 -> 21 | 271.01 | 2839.93 | 204.44 | 2117.70 |
| 18 -> 22 | 513.31 | 5250.52 | 376.02 | 3808.09 |
| 18 -> 23 | 9605.20 | 95956.20 | 6649.90 | 65866.21 |
| 18 -> 24 | 458937.25 | 4579525.03 | 302121.11 | 2989262.57 |
| 18 -> 25 | 44962956.71 | 448655575.90 | 28161753.15 | 278634458.47 |
| 19 -> 21 | 204.95 | 2106.80 | 152.11 | 1541.91 |
| 19 -> 22 | 447.26 | 4517.40 | 323.70 | 3232.30 |
| 19 -> 23 | 9539.15 | 95223.08 | 6597.58 | 65290.42 |
| 19 -> 24 | 458871.20 | 4578791.91 | 302068.79 | 2988686.78 |
| 19 -> 25 | 44962890.66 | 448654842.77 | 28161700.83 | 278633882.68 |
| 20 -> 22 | 315.00 | 3133.78 | 225.64 | 2222.86 |
| 20 -> 23 | 9406.89 | 93839.46 | 6499.51 | 64280.98 |
| 20 -> 24 | 458738.94 | 4577408.29 | 301970.73 | 2987677.34 |
| 20 -> 25 | 44962758.40 | 448653459.15 | 28161602.77 | 278632873.24 |
| 21 -> 23 | 9334.20 | 93116.28 | 6445.46 | 63748.51 |
| 21 -> 24 | 458666.24 | 4576685.11 | 301916.68 | 2987144.87 |
| 21 -> 25 | 44962685.71 | 448652735.97 | 28161548.72 | 278632340.76 |
| 22 -> 24 | 458423.94 | 4574274.51 | 301745.09 | 2985454.48 |
| 22 -> 25 | 44962443.40 | 448650325.38 | 28161377.13 | 278630650.38 |

